file,severity,score,tier,flags
custom-registration-form-builder-with-submission-manager-ed6ab493241432046c060b956521a530.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
custom-sidebars-57118ecdec38f6f04528d8bf907fd7a9.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
customize-login-056c67f426bf0e16cd050844a57ee999.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
cve-2014-4210-2340.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2015-8399-2619.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2017-10075-2853.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2017-5521-3029.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2018-0296-3128.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2018-11409-3195.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2018-11759-3200.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2018-19386-3469.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2018-5230-3564.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2018-6910-3586.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2018-7251-3591.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-10092-3693.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-11248-3733.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-14696-3856.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-19368-4038.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-19908-4054.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-3402-4135.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-8449-4258.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2019-8451-4264.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2020-13927-4518.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2020-14179-4541.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2020-14181-4550.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2020-15129-4597.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2020-2096-4734.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2020-3452-5018.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2020-7318-5251.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers
cve-2020-8091-5273.yaml,medium,70,3-acceptable,strong_and_matchers|single_weak_word_matcher|active_probe_path
cve-2020-9496-5421.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers
cve-2021-22122-5583.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cve-2021-28937-5977.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|active_probe_path
cyberus-key-0fcb55b4c15a72fb5f03d007d9eea213.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
daily-inspiration-generator-159cbd55b2dfe69bf8e2a38c8a2ebfde.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
daily-inspiration-generator-296dad84c249a7e79077f329c4f478bf.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
database-sync-7d8580f8ce30d2484ee3a49c1fa0ca0d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
daves-wordpress-live-search-89572508bcc89e49879c8e8be6776504.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dc-woocommerce-multi-vendor-0e6850b71eb3a100f4e6b7839a9086fe.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dc-woocommerce-multi-vendor-92ffbe1624dd0583cab30230f2084fb4.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dc-woocommerce-multi-vendor-e56b22252295256971ba0d1467d15789.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
debug-functions-time-f43a9427d7be443862f5ab8b5030a4b3.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dewplayer-flash-mp3-player-3201fff4d092e388bc284819122da309.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dialogs-02f8d6fbca219601bd6a3dca422fba99.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
digital-publications-by-supsystic-b24356a61f592c8aa73b02e734b61fcd.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
digital-publications-by-supsystic-d22c255fc35e4ea395845361e2718fff.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
docket-cache-f5d50af2976d6dfce395f8b49e4e9183.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
donate-button-ecf51e52294824426be14a47a7ffd02b.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
doneren-met-mollie-e90b21d2e5f17dfb66cab871e05a5998.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
donorbox-donation-form-7e3cdcd7322fdba36cae6661c4404f33.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-1c4d226f9501185f32fdf890f55ef894.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-27cfc5bc90a9ad57107271ecde9f5f52.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-295647c4837af73bb390e029329779d7.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-3c9f5984da67eeb5e271ae7ed01c4d9a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-75f62e7b5c69649258d3b31564a07b97.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-773841364c97f0036b0b2276fdf3b3b6.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-940c86592272fb3def0f49278d8fed9f.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-b974980693f9597ef5673822f4dbf72e.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-c953365fb5a682b21825c600a63267fe.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-e7d8484c2d8477b7c479e0b6377174cc.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-manager-f1cf884a41bbda95494fdbe54cfb02d3.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-monitor-55fbc825fc14f86c06e6f19bf0111725.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-monitor-bce9445b25f618fcd0c4bc23016e4887.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-monitor-d32f9e143f35a14d326395b6dd4f0c1d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
download-monitor-d5934a3e23b5937116f66965af37f2bb.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
drag-and-drop-multiple-file-upload-for-woocommerce-d01934f176dbb3d232e073f1d16a0ac5.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
drop-shadow-boxes-dff6244f53c14ed550fb7e75f8acb86e.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dropdown-menu-widget-e8ec9ea11d464725236ffa4863549894.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
duplicate-post-8a1452d3b5b6ae85fcc8dc46544b56a6.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
duplicate-wp-page-post-ba659964e468eef751b0f46933f2eafc.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
duplicator-66342d25dc10ebabcc2b8c59843fea9c.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
duplicator-fb26ececcd0ead6381e821b03827237a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dw-question-answer-5a30181050e4803b4100ffd1033a9999.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dx-delete-attached-media-689a03dbeb7adda2e59bbcf833118e62.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dyslexiefont-cd0a8d97ecb1ab2402b5f07413ef0873.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dzs-videogallery-454a37decce6868353f34d4571f617a4.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
dzs-videogallery-b72c5ff08f72ffb67d07bcb34d4a6c32.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-coming-soon-5fadc60f1b0d83c28dc658e351aec4d4.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-custom-js-and-css-459d5cac36468ce80bb34af0d9802bce.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-digital-downloads-042823f4bd6aef84b6a022bbda290558.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-digital-downloads-8a53de3bd2f0c8a1cf7bd9b8a6e42ef6.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-digital-downloads-c1d7700bdf340d8125a0d28f80aa6d19.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-digital-downloads-de16b2835db5baabed5f0662d6f2cb94.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-hide-login-4cf10e10cb4017b32abe611a8a961e30.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-login-woocommerce-995a69138522097838e0f16a29a1092f.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-media-download-6561affedc6769d24cce27acc487515a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-media-gallery-1183a020bbb5d0b46bb0724087d3ae58.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-media-gallery-9bf56ee7ba4cf4bb28b673ef8a9837dd.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-paypal-donation-29ce957d341703fd1e60efd73788d114.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-pie-coming-soon-5e05fb186b159b4f04114d0fd2f75494.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-social-icons-0b5559ce76306a7ccefcad8e15d7e5a6.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-social-icons-1219da5d15d96e80bb38f7b293f21a0a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-social-icons-29640c17cca2403bcfd55def50017127.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-social-icons-775ef7a5088104e37c28af0ce8f40440.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-social-share-buttons-for-wordpress-fd0cede11983f93924ea839ef50741be.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-table-8636bb4ef7ce8f220b7f7da9f68c03ec.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easy-testimonials-929b19fc245f62a95418c351ee53b592.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
easyjobs-ac863379e8a5b596ad90fce4f04ffd77.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ebay-feeds-for-wordpress-494cd6b5c352e8ad8af98d622e5530dd.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ecommerce-product-catalog-49e5887f039d1f6a67a0c692e2a818a8.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ecommerce-product-catalog-8fd98d1a1ad6ae79b57981ddccf90a61.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ecommerce-product-catalog-c587251af093f2efbb1d3def0a03d1a1.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ecommerce-product-catalog-d60d2549d7cf4495a14d0d72400bb949.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ecommerce-two-factor-authentication-da674147d19c7f763a8e6b0fe411e929.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ecpay-logistics-for-woocommerce-c8a30e253aa8509faad15d78bd964ee3.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ecwid-shopping-cart-50df66d9a068aeb93b73c6d989cab308.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
edit-comments-5430fbc7b604bb9037fe4a3893d96b81.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
elementor-041270496c56cba7d517f45b17aeba22.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
elementor-19c076a936b9856b86849b43b93dd85d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
elementor-95c1f814217fa7f738e302acfe916d35.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
elementor-c6f5d8948384cf3b68985a6ffe93f5c6.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
elementor-f335730d41c9d81832915c179b78da15.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
elementorpage-open-redirect.yaml,medium,70,3-acceptable,has_regex_matcher
elex-woocommerce-google-product-feed-plugin-basic-3bb3cf9b795a0b7441375ffe407e5b9f.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-artillery-b6dc945beed2807ce75f8eb97d10e1cf.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-artillery-c0876902ece809028997a786ceae2d3c.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-before-download-f832f04ef776f1c51cd34fbe6945dd03.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-encoder-bundle-85ef10ad73a427a83a73e1d7e3cb2383.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-log-4cdf0488b6a64ebc9b3308a4d0a711a1.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-queue-51f122c20008956da46fd328130eea34.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-subscribe-48359dfc01c28adc200490a2922d878a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-subscribers-bcd0d3f6dad35952a790178a97398c98.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-tracker-22fd04c95b83df7344f19696fb00a68a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-users-4af412daeece9b371992239925046f13.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-users-66af0bdf51d3e893dedd00ade486cd32.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
email-users-f860e00811226989c2fafc63ec7cc06f.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
embed-articles-e240ba9d1f90e7ae11419cfee6daf206.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
emc2-custom-help-videos-47f96847cb00f7bdef4d4c9260da8879.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
enable-wp-debug-from-admin-dashboard-3dd429958070257d397e464122420c2e.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
enhanced-plugin-admin-4f885773815edebed067e67c0806a7a0.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
enhanced-tooltipglossary-fe3b4efc4929d5898fb3a9acd26cbefc.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
enhanced-wordpress-contactform-51cc987347264613cff7ca058da55754.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
eps-301-redirects-72efe538b4d4a612922c145748bb6511.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
eroom-zoom-meetings-webinar-f8c9a150f8e5c0021b4329ff44addc63.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
eshop-magic-a9e797847bc108aefc22338b4a790a66.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
essential-addons-for-elementor-lite-4266d43aac31fbaed86f66db6cdaec9d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
essential-real-estate-463f6eb679810c09e01cba71e4713d00.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
essential-real-estate-6ce162d50e2c4e1f6d41119e0b274038.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
event-calendar-wd-a80ed9879c06e19bd96ea0511edb635f.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
event-easy-calendar-8681f1b1e3f1480568fd0848bd5577df.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
events-made-easy-9f1fae6995f8f2ec21606ed75af5750a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
events-manager-a07bd3936811d9512b1195d41c0e9b8d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
everest-backup-1e67fed7796a324bd7d5d165c6768edc.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
external-url-as-post-featured-image-thumbnail-f6b6fc8d6e4d2662dfb55a7eea53e9dd.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
ezpz-one-click-backup-3460684db8ad8cc1accdc9326dc1fe27.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
facebook-button-plugin-bd9325b9c760a5d79980dfa92a90cebe.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
facebook-conversion-pixel-096a9601532a65404c4308a26e826e8e.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
facebook-messenger-customer-chat-408bddf026ff7ae6fbf7731a5c5545cf.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fancy-cats-b756b1223586a2980d34f637285cb98f.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fancy-gallery-5d59d73fd844f3ad2473189b71680c89.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fancy-product-designer-783c4d94254598f582d9fd08e4582c78.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
faqs-manager-38c2b3194a496603c52a621cd3790426.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fast-flow-dashboard-d1df53ac79a1078e690f4bb0beefe987.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
feed-them-social-c8533c5de1a2464ea9742265bb35e572.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
feedweb-d6e4111e15aa35e0bd2b63e76289931f.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
feedwordpress-8a09acc1a0677a305b3c5f4ce4910d4d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fgallery_plus-ae25d6828de53ba60ccce33903caaaab.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
filtre-de-surveillance-gouvernemental-5ae5d30b76fbab62afcceb2c8dc8b569.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
find-and-replace-all-ab618190b89745b8e1cdf48ca44aaf11.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fixedly-6cc9f314470719bd48903e237886b163.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
flash-album-gallery-0d84063fbf5b79b1ab837ec832680995.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
flash-album-gallery-bd6fc5627f3130d910a0135e259aa49c.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
flash-album-gallery-e1a8226bc0c99f32c2690ff1bdc47fd7.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
flexi-quote-rotator-cb78f8e87e7d6187333620d43a9b9754.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
flexible-shipping-f15de3254f4cc9f5839892856607205d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
flo-forms-44aaf484c1744982f6090807f1929173.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
float-to-top-button-1a41ba8253912389b621d73a05a30168.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fluid-checkout-2fbb57a87abea0ae89328cad061f6e9a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
flying-press-77d0c58f76d0a173dbba32bced4977e8.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
foliopress-wysiwyg-28db1c4f19a7300702060d3b436b437b.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
font-awesome-ca91ee29e549593c58e0d4ec123f3c61.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fontiran-643dc61e05fa998f6a3806db89e84f70.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
fontiran-d4fd6ec27b0f84fdcd291326bceaaeaf.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
food-store-230e2e1b9143143855245cf5d5609e3d.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
form-block-3aa2eb6163d1b00d56b26cd32a5c8825.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
form-maker-3b65359636480b91163f0cac1502452e.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formassembly-web-forms-7c65fad216736051bd66cc94f3c9f29c.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formassembly-web-forms-a205e469389c42b15161604120e41b74.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formbuilder-effa052e88c68866159fa39dba475f2c.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formidable-0c0c55c59a83add2a94e3f8b13848566.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formidable-f0272216a1e8d03cd02075eb3093616c.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formidable-f4febb50a699892fc96b7d31d18a66d2.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formilla-chat-and-marketing-39551844dfc26ddeec1778a86da72cf3.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formilla-edge-c986841e4808b86d06ed7b2339a5347c.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
formilla-live-chat-ce5a04e92c3bd1ea43e0e9b4093c5ca8.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
forminator-0461683514363461c1699d88e0c2e9c6.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
forminator-50c0764e86fe45ca7d30e3e905f9b3d0.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
forminator-dc9b1424e465db11f538af63fe5ff294.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
foxypress-988930959f09fd9cdc2ee5f7814f22a4.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
foxypress-fde5fdd087b9c71177f3d72200a0591a.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
front-end-only-users-42a6deb31b014ad8ea5c1c5adfffc764.yaml,medium,70,3-acceptable,cve_tagged_missing_cve_id|strong_and_matchers|readme_only_path
