file,severity,score,tier,flags
CVE-2015-9309.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9314.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9320.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9322.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9331.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9337.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9339.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9343.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9346.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9348.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9353.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9362.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9371.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9373.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9380.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9388.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9394.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9395.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9396.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9398.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9399.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9400.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9402.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9403.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9404.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9408.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9409.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9430.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9443.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9445.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9446.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9447.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9448.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9449.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9454.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9455.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9457.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9458.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9460.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9461.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9462.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9463.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9464.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9465.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9470.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9472.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9493.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9494.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9496.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9497.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9498.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9506.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9508.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9509.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9514.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9517.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9519.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9521.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9526.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9529.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9531.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2015-9539.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-0796.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10763.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10874.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10876.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10882.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10884.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10885.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10895.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10898.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10902.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10912.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10913.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10914.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10915.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10918.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10920.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10922.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10923.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10926.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10927.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10928.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10929.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10930.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10939.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10941.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10942.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10943.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10944.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10947.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10948.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10949.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10951.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10959.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10962.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10966.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10968.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10969.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10970.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10974.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10979.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10982.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10989.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10990.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10991.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-10998.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-11001.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-11011.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-11012.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-11085.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-1160.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-4812.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-4825.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-4833.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2016-6565.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002006.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002007.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002010.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002017.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002022.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002025.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002026.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-1002027.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-11658.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-12651.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-12946.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-12947.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-12949.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-12977.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-14313.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-14842.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-14843.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-14847.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-15867.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-16955.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-17096.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18356.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18497.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18503.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18510.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18511.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18512.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18513.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18515.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18520.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18522.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18526.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18533.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18534.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18538.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18539.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18540.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18547.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18568.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18570.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18572.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18575.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18576.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18578.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18585.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18596.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18597.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18602.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18603.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18608.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-18614.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-20053.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-20090.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-20183.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-2195.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-2551.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6096.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6097.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6098.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6570.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6571.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6572.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6574.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6575.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6576.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6577.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-6578.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-8875.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-9337.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-9418.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-9429.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2017-9603.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-1000504.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-1000506.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-1000508.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-1000511.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-1002000.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-10233.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-10363.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-10504.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-11525.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-12636.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-15571.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-15657.yaml,high,85,4-good,active_probe_path
CVE-2018-15818.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-16175.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-16206.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-16308.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-16966.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-17584.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-17947.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-18018.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-19456.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-19488.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20231.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20556.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20714.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20964.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20967.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20968.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20971.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20972.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20974.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20980.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-20988.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-21002.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-21014.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-25019.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5285.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5287.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5289.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5290.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5291.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5310.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5361.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5368.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5372.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5373.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5374.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5656.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5658.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5669.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5673.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-5695.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-6015.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-6195.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-6357.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-6891.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-7204.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-7433.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-7586.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2018-9035.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-1010104.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-10270.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-10673.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-10866.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-10869.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-11557.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-11590.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-11591.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-11807.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-11872.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-12346.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-12516.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-12826.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-12934.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-13413.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-13570.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14216.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14328.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14365.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14366.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14467.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14679.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14682.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14773.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14774.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14788.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14790.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-14796.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15092.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15113.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15114.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15115.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15238.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15323.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15324.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15326.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15329.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15330.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15331.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15644.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15645.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15647.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15649.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15660.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15772.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15776.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15816.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15817.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15821.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15828.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15831.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15832.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15833.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15834.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15836.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15842.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15863.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15864.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15866.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15867.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15868.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15872.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15873.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-15895.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-16120.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-16250.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-16902.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-17234.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-17237.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-17384.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-17385.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-17661.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-18834.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-19133.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-19198.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-19979.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-20180.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-20361.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-25140.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-25145.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-25146.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-25147.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-25149.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-25150.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5920.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5924.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5963.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5970.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5972.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5974.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5980.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5983.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5984.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-5993.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-6011.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-6027.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-6029.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2019-6267.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-10196.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-10568.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-11497.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-11509.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-11510.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-11511.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-12074.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-12076.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-12104.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-12675.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-13641.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-13642.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-13643.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-13764.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-14063.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-15092.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-15536.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-15537.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-20625.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-22275.yaml,high,85,4-good,strong_and_matchers|readme_only_path
CVE-2020-22276.yaml,high,85,4-good,strong_and_matchers|readme_only_path
